index_col,Company,TypeName,Inches,screen_size,resolution_width,resolution_height,ips_panel,touchscreen,cpu_brand,cpu_name,cpu_speed,Ram,memory_type,primary_storage,secondary_storage,gpu_brand,OpSys,Weight,price,ppi
195,Asus,Notebook,14,medium,1366,768,0,0,Intel,Core i3,2.4,4,SSD,128,0,Intel,windows,1.3,2386.56,112
196,Lenovo,Notebook,14,medium,1366,768,0,0,Intel,Celeron Dual,1.1,4,Flash Storage,64,0,Intel,windows,1.44,1167.496,112
197,Asus,Gaming,17.3,large,1920,1080,0,0,Intel,Core i7,2.8,16,Hybrid,256,1024,Nvidia,windows,2.9,9949.28,127
198,Acer,Notebook,15.6,medium,1366,768,0,0,Intel,Core i3,2.7,4,HDD,1024,0,Intel,linux,2.1,1720.752,100
199,Lenovo,Notebook,17.3,large,1600,900,0,0,Intel,Core i5,2.5,6,HDD,1024,0,Nvidia,windows,5.8,3042.952,106
200,Lenovo,Notebook,15.6,medium,1366,768,0,0,Intel,Core i5,2.5,8,HDD,2048,0,Nvidia,N/A,2.2,2574.088,100
201,Dell,Notebook,17.3,large,1920,1080,1,0,Intel,Core i5,1.6,8,Hybrid,128,1024,AMD,windows,2.8,4590.168,127
202,Asus,Gaming,15.6,medium,1920,1080,0,0,Intel,Core i7,2.8,8,Hybrid,128,1024,Nvidia,windows,2.5,5931.112,141
203,HP,Notebook,15.6,medium,1366,768,0,0,Intel,Core i5,2.5,4,HDD,1024,0,Intel,windows,1.86,2291.256,100
204,HP,Notebook,15.6,medium,1920,1080,0,0,Intel,Core i5,1.6,8,SSD,256,0,Nvidia,windows,2.1,4121.304,141
205,Lenovo,Notebook,15.6,medium,1366,768,0,0,Intel,Pentium Quad,1.1,4,HDD,1024,0,Intel,N/A,2.2,1687.84,100
206,Lenovo,Notebook,15.6,medium,1920,1080,0,0,AMD,A6-Series 9220,2.5,4,SSD,128,0,AMD,windows,2.2,1870.792,141
207,HP,2 in 1 Convertible,13.3,small,1920,1080,0,1,Intel,Core i7,2.8,16,SSD,256,0,Intel,windows,1.28,9260.064,166
208,Asus,Notebook,15.6,medium,1920,1080,0,0,Intel,Core i3,2,4,HDD,1024,0,Intel,linux,2,1823.888,141
209,Toshiba,Notebook,15.6,medium,1920,1080,1,0,Intel,Core i7,2.5,8,SSD,256,0,Nvidia,windows,2.2,4890.248,141
210,Lenovo,Notebook,15.6,medium,1920,1080,0,0,Intel,Core i5,2.5,8,Hybrid,128,1024,Nvidia,windows,2.3,3839.968,141
211,Dell,Gaming,15.6,medium,1920,1080,1,0,Intel,Core i7,2.8,16,Hybrid,256,1024,Nvidia,windows,2.65,7028.296,141
212,Acer,Notebook,15.6,medium,1366,768,0,0,AMD,A9-Series 9420,3,4,HDD,1024,0,AMD,windows,2.1,1852.048,100
213,Asus,Notebook,15.6,medium,1366,768,0,0,Intel,Core i5,2.5,8,HDD,1024,0,Nvidia,linux,2.3,2452.12,100
214,HP,Notebook,15.6,medium,1920,1080,0,0,Intel,Core i3,2,4,HDD,1024,0,Intel,windows,1.86,2198.944,141
215,Dell,Gaming,15.6,medium,1920,1080,1,0,Intel,Core i7,2.8,16,Hybrid,128,1024,Nvidia,windows,2.65,6325,141
216,Lenovo,Notebook,13.3,small,1920,1080,1,0,Intel,Core i5,2.5,8,SSD,256,0,Intel,windows,1.1,4683.976,166
217,Acer,Notebook,15.6,medium,1920,1080,1,0,Intel,Core i5,1.6,4,SSD,256,0,Intel,windows,2.2,3197.656,141
218,Dell,Ultrabook,14,medium,1920,1080,0,0,Intel,Core i5,1.6,8,SSD,256,0,Intel,windows,1.6,5387.272,157
219,Dell,2 in 1 Convertible,13.3,small,1920,1080,0,1,Intel,Core i7,1.8,16,SSD,512,0,Intel,windows,1.62,5996.76,166
220,HP,Ultrabook,15.6,medium,1920,1080,1,0,Intel,Core i7,1.8,8,SSD,256,0,Nvidia,windows,1.83,3277.384,141
221,Dell,Notebook,15.6,medium,1920,1080,0,0,Intel,Core i5,1.6,8,SSD,256,0,AMD,linux,2.2,3175.832,141
222,Dell,2 in 1 Convertible,17.3,large,1920,1080,0,1,Intel,Core i5,1.6,12,HDD,1024,0,Nvidia,windows,2.77,4683.976,127
223,HP,Notebook,15.6,medium,1920,1080,0,0,Intel,Core i5,2.5,8,SSD,256,0,Intel,windows,1.96,2808.432,141
224,Lenovo,2 in 1 Convertible,14,medium,1920,1080,1,0,Intel,Core i5,1.6,8,SSD,256,0,Intel,windows,1.74,4215.112,157
225,Apple,Ultrabook,13.3,small,2560,1600,1,0,Intel,Core i5,2,8,SSD,256,0,Intel,macos,1.37,6653.152,227
226,Asus,Gaming,15.6,medium,1920,1080,1,0,Intel,Core i7,2.8,16,Hybrid,128,1024,Nvidia,windows,2.2,6793.864,141
227,Asus,Gaming,17.3,large,1920,1080,0,0,AMD,Ryzen 1700,3,8,Hybrid,256,1024,AMD,windows,3.2,6090.568,127
228,Dell,Ultrabook,13.3,small,1920,1080,1,0,Intel,Core i7,1.8,8,SSD,256,0,Intel,windows,1.21,7731.592,166
229,Toshiba,Ultrabook,13.3,small,1920,1080,0,0,Intel,Core i7,2.5,8,SSD,256,0,Intel,windows,1.2,6390.648,166
230,HP,Notebook,15.6,medium,1920,1080,0,0,Intel,Core i5,1.6,8,HDD,1024,0,Intel,windows,2.1,3722.752,141
231,Asus,Gaming,15.6,medium,1920,1080,0,0,AMD,FX 9830P,3,8,HDD,1024,0,AMD,windows,2.45,3277.384,141
232,Dell,Gaming,17.3,large,1920,1080,1,0,Intel,Core i7,2.8,16,Hybrid,256,1024,Nvidia,windows,4.42,11516.912,127
233,Dell,Notebook,15.6,medium,1920,1080,0,0,Intel,Core i5,2.5,4,SSD,256,0,AMD,windows,2.3,2996.048,141
234,Acer,Notebook,15.6,medium,1920,1080,0,0,Intel,Core i7,1.8,2,HDD,1024,0,Nvidia,windows,2.2,3230.48,141
235,Acer,Notebook,15.6,medium,1920,1080,0,0,Intel,Core i7,2.7,8,SSD,256,0,Nvidia,windows,2.2,3900.952,141
236,Dell,Notebook,15.6,medium,1920,1080,0,1,Intel,Core i7,2.7,16,HDD,1024,0,AMD,windows,2.3,4027.584,141
237,Asus,Notebook,15.6,medium,1920,1080,0,0,Intel,Core i5,2.5,8,SSD,256,0,Nvidia,windows,2,3605.536,141
238,HP,Notebook,13.3,small,1920,1080,0,0,Intel,Core i7,1.8,16,SSD,512,0,Intel,windows,1.49,5612.288,166
239,Dell,Gaming,15.6,medium,1920,1080,0,0,Intel,Core i5,2.5,8,SSD,256,0,Nvidia,windows,2.65,5602.96,141
240,Asus,Notebook,17.3,large,1920,1080,0,0,Intel,Core i5,2.5,8,Hybrid,256,500,Nvidia,windows,2.69,4177.536,127
241,Asus,Ultrabook,14,medium,1920,1080,0,0,Intel,Core i7,2.7,8,SSD,256,0,Intel,windows,1.25,4918.408,157
242,Acer,2 in 1 Convertible,13.3,small,1920,1080,1,1,Intel,Core i5,1.6,8,SSD,256,0,Intel,windows,1.5,3971.264,166
243,HP,Notebook,15.6,medium,1920,1080,0,0,Intel,Core i7,2.7,8,HDD,1024,0,AMD,windows,1.9,5949.856,141
244,Dell,Ultrabook,13.3,small,3840,2160,1,1,Intel,Core i7,1.8,16,SSD,1024,0,Intel,windows,1.21,11716.936,331
245,Asus,Notebook,15.6,medium,1366,768,0,0,Intel,Core i3,2.4,4,HDD,1024,0,Intel,windows,2.37,1870.704,100
246,HP,Notebook,15.6,medium,1366,768,0,0,AMD,E-Series 9000e,1.5,4,HDD,500,0,AMD,windows,2.1,1547.216,100
247,MSI,Gaming,15.6,medium,1920,1080,1,0,Intel,Core i7,2.8,16,Hybrid,256,1024,Nvidia,windows,2.8,9841.48,141
248,Acer,Notebook,15.6,medium,1920,1080,0,0,AMD,A8-Series 7410,2.2,8,SSD,256,0,AMD,windows,2.23,2198.944,141
249,Dell,Notebook,15.6,medium,1920,1080,0,0,Intel,Core i7,2.7,8,HDD,1024,0,AMD,linux,2.2,2812.744,141
250,Asus,2 in 1 Convertible,11.6,small,1366,768,0,1,Intel,Celeron Dual,1.1,2,Flash Storage,32,0,Intel,windows,1.1,1289.376,135
251,Asus,Gaming,15.6,medium,1920,1080,0,0,Intel,Core i7,2.8,8,SSD,256,0,Nvidia,windows,2.5,4683.976,141
252,Dell,Notebook,15.6,medium,1920,1080,0,0,Intel,Core i3,2,4,SSD,256,0,AMD,linux,2.2,2274.008,141
253,Asus,Notebook,15.6,medium,1920,1080,0,0,Intel,Core i3,2.4,6,SSD,256,0,Nvidia,windows,2,2705.384,141
254,HP,Notebook,14,medium,1920,1080,0,0,Intel,Core i5,2.6,8,SSD,256,0,Intel,windows,1.48,5945.192,157
255,Dell,Notebook,15.6,medium,1920,1080,0,0,Intel,Core i5,1.6,8,Hybrid,128,1024,AMD,windows,2.33,3957.184,141
256,HP,Notebook,15.6,medium,1920,1080,0,0,Intel,Core i5,2.5,8,SSD,256,0,Intel,windows,1.84,5363.776,141
257,HP,2 in 1 Convertible,13.3,small,3840,2160,1,1,Intel,Core i7,1.8,16,SSD,1024,0,Intel,windows,1.29,11482.504,331
258,Asus,Notebook,15.6,medium,1366,768,0,0,Intel,Celeron Dual,1.1,4,HDD,1024,0,Intel,linux,2,1289.288,100
259,HP,Gaming,15.6,medium,1920,1080,1,0,Intel,Core i7,2.8,12,Hybrid,128,1024,Nvidia,windows,2.62,5856.136,141
260,Lenovo,Gaming,15.6,medium,1920,1080,1,0,Intel,Core i7,2.8,16,Hybrid,256,1024,Nvidia,windows,3.2,7028.296,141
261,Lenovo,Notebook,13.3,small,1366,768,0,0,Intel,Celeron Dual,1.6,4,Flash Storage,16,0,Intel,other,1.45,2156.264,118
262,Dell,Notebook,14,medium,1920,1080,0,0,Intel,Core i5,2.5,8,SSD,256,0,Intel,windows,1.6,4027.584,157
263,HP,Notebook,15.6,medium,1920,1080,0,0,Intel,Core i7,2.7,8,SSD,256,0,AMD,windows,1.91,3371.104,141
264,Dell,Notebook,15.6,medium,1920,1080,0,0,Intel,Core i5,1.6,8,SSD,256,0,Nvidia,windows,2,5357.968,141
265,Dell,Notebook,15.6,medium,1366,768,0,0,Intel,Celeron Dual,1.6,4,HDD,500,0,Intel,linux,2.2,1288.936,100
266,Acer,2 in 1 Convertible,13.3,small,1920,1080,1,1,Intel,Core i5,2.3,8,SSD,256,0,Intel,windows,1.6,3230.48,166
267,Lenovo,Notebook,15.6,medium,1920,1080,0,0,AMD,A12-Series 9720P,3.6,12,HDD,2048,0,AMD,windows,2.2,4215.112,141
268,HP,Notebook,14,medium,1920,1080,0,0,Intel,Core i5,2.5,8,SSD,256,0,Intel,windows,1.95,4594.832,157
269,HP,Notebook,15.6,medium,1920,1080,0,0,AMD,E-Series E2-9000e,1.5,4,HDD,500,0,AMD,windows,2.1,1636.36,141
270,Acer,Notebook,11.6,small,1366,768,0,0,Intel,Pentium Quad,1.6,4,Flash Storage,128,0,Intel,windows,1.4,2274.008,135
271,Dell,Notebook,15.6,medium,1920,1080,0,0,Intel,Core i7,2.7,16,SSD,256,0,AMD,linux,2.36,4215.112,141
272,HP,Notebook,15.6,medium,1920,1080,1,0,Intel,Core i3,2.4,8,HDD,1024,0,Nvidia,windows,2.1,3357.024,141
273,Dell,Notebook,15.6,medium,1920,1080,0,0,Intel,Core i5,1.6,8,HDD,1024,0,AMD,linux,2.2,3033.536,141
274,HP,Notebook,14,medium,1920,1080,0,0,Intel,Core i7,2.7,8,SSD,256,0,Intel,windows,1.48,6057.744,157
275,Acer,Notebook,15.6,medium,1366,768,0,0,Intel,Core i3,2,4,HDD,1024,0,Intel,linux,2.1,1828.552,100
276,Lenovo,2 in 1 Convertible,13.9,small,3840,2160,1,1,Intel,Core i7,1.8,16,SSD,512,0,Intel,windows,1.4,9841.48,317
277,Asus,Notebook,15.6,medium,1920,1080,0,0,AMD,A10-Series A10-9620P,2.5,4,Hybrid,128,1024,AMD,windows,2.2,2695.968,141
278,HP,Ultrabook,13.3,small,1920,1080,1,0,Intel,Core i7,2.7,8,SSD,256,0,Nvidia,windows,1.38,5246.56,166
279,Asus,Gaming,17.3,large,1920,1080,0,0,Intel,Core i7,2.9,32,Hybrid,512,1024,Nvidia,windows,4.7,18238.792,127
280,Dell,Ultrabook,13.3,small,1920,1080,0,0,Intel,Core i7,1.8,8,SSD,256,0,Intel,windows,1.2,7403.352,166
281,Lenovo,Notebook,17.3,large,1600,900,0,0,Intel,Core i5,2.5,4,HDD,1024,0,Nvidia,windows,2.79,2761.616,106
282,Microsoft,Ultrabook,13.5,small,2256,1504,0,1,Intel,Core i5,2.5,8,SSD,256,0,Intel,windows,1.25,6282.76,201
283,Acer,Gaming,15.6,medium,1920,1080,1,0,Intel,Core i5,2.5,8,SSD,256,0,Nvidia,windows,2.5,3966.6,141
284,Lenovo,Gaming,15.6,medium,1920,1080,1,0,Intel,Core i7,2.8,16,Hybrid,256,2048,Nvidia,windows,2.4,5293.464,141
285,Asus,Notebook,14,medium,1920,1080,0,0,Intel,Core i7,2.7,8,SSD,256,0,Intel,windows,2,5129.344,157
286,HP,Notebook,14,medium,1366,768,0,0,Intel,Celeron Dual,1.6,2,Flash Storage,32,0,Intel,windows,1.44,1308.12,112
287,HP,Notebook,14,medium,1920,1080,1,0,Intel,Core i5,2.5,6,SSD,256,0,Nvidia,windows,1.58,3089.856,157
288,Lenovo,Notebook,15.6,medium,1366,768,0,0,Intel,Core i3,2,8,SSD,128,0,Intel,windows,7.2,2761.616,100
289,HP,Notebook,15.6,medium,1366,768,1,0,Intel,Core i7,1.8,8,HDD,1024,0,Intel,windows,2.1,4229.192,100
290,Dell,Ultrabook,15.6,medium,1920,1080,0,0,Intel,Core i7,1.9,16,SSD,512,256,Intel,windows,1.88,7539.136,141
291,Lenovo,Notebook,15.6,medium,1920,1080,0,0,Intel,Core i3,2,4,HDD,1024,0,Intel,windows,1.85,1945.328,141
292,Acer,Notebook,15.6,medium,1366,768,0,0,AMD,A12-Series 9720P,2.7,8,SSD,256,0,AMD,windows,2.2,3089.856,100
293,Asus,2 in 1 Convertible,11.6,small,1366,768,0,1,Intel,Celeron Dual,1.1,4,Flash Storage,32,0,Intel,windows,1.5,1758.24,135
294,Lenovo,Notebook,14,medium,1366,768,0,0,Intel,Celeron Dual,1.1,4,Flash Storage,32,0,Intel,windows,1.44,1369.104,112
295,Acer,Notebook,15.6,medium,1366,768,0,0,Intel,Core i5,2.5,6,HDD,1024,0,Intel,windows,8.23,2574.088,100
296,Asus,Ultrabook,14,medium,1920,1080,1,0,Intel,Core i7,2.7,8,SSD,256,0,Nvidia,windows,1.3,5593.544,157
297,Dell,Ultrabook,15.6,medium,1920,1080,0,0,Intel,Core i5,1.6,8,HDD,1024,0,AMD,windows,0,3108.6,141
298,MSI,Gaming,15.6,medium,1920,1080,0,0,Intel,Core i7,2.8,16,Hybrid,256,1024,Nvidia,windows,2.2,6090.568,141
299,HP,Notebook,15.6,medium,1920,1080,0,0,Intel,Core i7,2.7,8,SSD,256,0,Intel,windows,1.84,6113.976,141
300,Asus,Ultrabook,15.6,medium,1920,1080,0,0,Intel,Core i7,2.7,8,SSD,256,0,Nvidia,windows,1.7,4922.632,141
301,HP,Gaming,17.3,large,1920,1080,0,0,Intel,Core i7,2.8,12,Hybrid,256,1024,Nvidia,windows,3.35,9372.616,127
302,MSI,Gaming,17.3,large,1920,1080,0,0,Intel,Core i7,2.8,8,Hybrid,128,1024,Nvidia,windows,2.7,6606.336,127
303,Mediacom,2 in 1 Convertible,11.6,small,1920,1080,1,1,Intel,Celeron Dual,1.1,4,SSD,32,0,Intel,windows,1.16,1401.928,190
304,HP,Ultrabook,12.5,small,1920,1080,0,0,Intel,Core i7,2.7,8,SSD,256,0,Intel,windows,1.26,6259.352,176
305,HP,Workstation,15.6,medium,1920,1080,0,0,Intel,Core i7,2.8,8,SSD,256,0,Nvidia,windows,2.6,8150.12,141
306,Samsung,Netbook,11.6,small,1366,768,0,0,Intel,Celeron Dual,1.6,4,Flash Storage,16,0,Intel,other,1.15,1261.216,135
307,Dell,Notebook,15.6,medium,3840,2160,0,1,Intel,Core i7,2.8,32,SSD,1024,0,Nvidia,windows,2.06,12373.328,282
308,Toshiba,Notebook,15.6,medium,1920,1080,1,0,Intel,Core i7,2.5,16,SSD,512,0,Nvidia,windows,2.4,6578.176,141
309,Lenovo,Notebook,13.3,small,1920,1080,1,0,Intel,Core i7,2.7,8,SSD,256,0,Intel,windows,1.4,4735.544,166
310,MSI,Gaming,17.3,large,1920,1080,0,0,Intel,Core i7,2.8,8,Hybrid,256,1024,Nvidia,windows,2.7,5621.704,127
311,Lenovo,Notebook,14,medium,1920,1080,1,0,Intel,Core i3,2.7,4,SSD,128,0,Intel,windows,1.7,2808.52,157
312,Toshiba,Notebook,15.6,medium,1920,1080,1,0,Intel,Core i5,2.5,8,SSD,256,0,Intel,windows,2,4421.384,141
313,Dell,Notebook,15.6,medium,1920,1080,0,0,Intel,Core i7,1.8,8,Hybrid,128,2048,AMD,windows,2.02,4552.24,141
314,Asus,Notebook,14,medium,1920,1080,0,0,Intel,Core i7,2.7,8,Hybrid,256,1024,Intel,windows,2,6254.688,157
315,Lenovo,Workstation,15.6,medium,3840,2160,1,0,Intel,Core i7,2.8,16,SSD,512,0,Nvidia,windows,2.3,11463.76,282
316,Lenovo,Notebook,15.6,medium,1366,768,0,0,Intel,Celeron Dual,1.1,4,HDD,1024,0,Intel,N/A,2.2,1509.728,100
317,Lenovo,Notebook,15.6,medium,1920,1080,0,0,Intel,Core i7,2.9,16,SSD,512,0,Nvidia,windows,2.5,11482.504,141
318,Dell,Gaming,15.6,medium,1920,1080,0,0,Intel,Core i5,2.5,8,HDD,1024,0,Nvidia,windows,2.65,4683.976,141
319,Asus,Gaming,17.3,large,1920,1080,0,0,AMD,Ryzen 1600,3.2,8,Hybrid,256,1024,AMD,windows,3.2,7947.28,127
320,Lenovo,Notebook,15.6,medium,1920,1080,0,0,Intel,Core i3,2,4,HDD,1024,0,Intel,windows,1.85,2105.224,141
321,Dell,Notebook,15.6,medium,1366,768,0,1,Intel,Core i5,2.5,8,HDD,2048,0,Intel,windows,2.36,2613.336,100
322,HP,Notebook,15.6,medium,1366,768,0,0,Intel,Celeron Dual,1.6,4,HDD,500,0,Intel,windows,2.1,1626.944,100
323,Google,Ultrabook,12.3,small,2400,1600,0,1,Intel,Core i7,1.3,16,SSD,512,0,Intel,other,1.1,10310.344,235
324,Dell,Notebook,14,medium,1920,1080,0,0,Intel,Core i5,2.6,8,SSD,256,0,Intel,windows,1.36,6690.728,157
325,Lenovo,Ultrabook,24,large,2560,1440,0,0,Intel,Core i7,2.7,24,SSD,512,0,Intel,windows,1.32,11168.344,122
326,HP,Notebook,15.6,medium,1366,768,0,0,Intel,Core i3,2,4,HDD,500,0,Intel,windows,1.86,2058.32,100
327,Asus,Notebook,15.6,medium,1920,1080,0,0,Intel,Core i5,2.5,4,SSD,256,0,Intel,linux,2,2620.992,141
328,Asus,Notebook,14,medium,1920,1080,0,0,Intel,Core i5,2.5,8,SSD,256,0,Intel,windows,2,4430.8,157
329,Lenovo,Notebook,17.3,large,1600,900,0,0,AMD,A6-Series 9220,2.5,8,HDD,1024,0,AMD,windows,2.8,2433.376,106
330,Dell,Notebook,15.6,medium,1920,1080,0,0,Intel,Core i5,1.6,4,SSD,256,0,AMD,windows,2.2,3511.816,141
331,Lenovo,Notebook,14,medium,1920,1080,1,0,Intel,Core i7,2.7,8,SSD,256,0,Intel,windows,1.58,6939.152,157
332,Lenovo,Ultrabook,12.5,small,1920,1080,1,0,Intel,Core i5,2.5,8,SSD,256,0,Intel,windows,1.36,6700.056,176
333,Lenovo,Notebook,15.6,medium,1920,1080,0,0,Intel,Pentium Quad,1.1,4,SSD,128,0,Intel,windows,2.2,1636.36,141
334,Asus,Ultrabook,15.6,medium,1920,1080,0,0,Intel,Core i7,1.8,16,Hybrid,256,1024,Nvidia,windows,1.5,5917.032,141
335,HP,Gaming,15.6,medium,1920,1080,1,0,Intel,Core i7,2.8,8,Hybrid,128,1024,Nvidia,windows,2.2,5152.84,141
336,Lenovo,Notebook,17.3,large,1600,900,0,0,Intel,Core i5,2.5,6,Hybrid,128,1024,Nvidia,windows,2.8,3371.104,106
337,Dell,Notebook,14,medium,1920,1080,0,0,Intel,Core i5,2.8,8,SSD,256,0,Nvidia,windows,1.64,5527.896,157
338,HP,Ultrabook,13.3,small,1920,1080,1,0,Intel,Core i7,2.7,8,SSD,256,0,Intel,windows,1.32,6559.432,166
339,Acer,Notebook,15.6,medium,1366,768,0,0,Intel,Core i5,2.5,4,HDD,500,0,Intel,linux,2.4,2071.432,100
340,HP,Notebook,15.6,medium,1920,1080,0,0,Intel,Core i5,2.5,8,HDD,1024,0,Intel,windows,1.86,2996.048,141
341,Dell,Workstation,15.6,medium,1920,1080,0,0,Intel,Xeon E3-1505M,3,8,HDD,64,1024,Nvidia,windows,2.23,9344.456,141
342,Dell,Notebook,14,medium,1920,1080,0,0,Intel,Core i5,2.6,8,SSD,256,0,Intel,windows,1.64,6000.192,157
343,Dell,Ultrabook,13.3,small,3200,1800,0,1,Intel,Core i7,2.4,8,SSD,256,0,Intel,windows,1.23,6465.624,276
344,MSI,Gaming,15.6,medium,1920,1080,0,0,Intel,Core i5,2.5,8,SSD,256,0,Nvidia,windows,2.2,4818.704,141
345,HP,Notebook,15.6,medium,1366,768,0,0,Intel,Core i3,2,4,SSD,128,0,Intel,windows,1.63,3230.48,100
346,Dell,Notebook,17.3,large,1920,1080,1,0,Intel,Core i5,1.6,8,Hybrid,128,1024,AMD,linux,2.8,4168.208,127
347,Microsoft,Ultrabook,13.5,small,2256,1504,0,1,Intel,Core i7,2.5,16,SSD,512,0,Intel,windows,1.25,12138.896,201
348,Lenovo,Notebook,24,large,1920,1080,0,0,Intel,Core i5,2.3,8,SSD,256,0,Intel,windows,2.02,6282.76,92
349,Lenovo,Notebook,15.6,medium,1366,768,0,0,Intel,Core i3,2,8,SSD,256,0,Nvidia,N/A,2.2,2339.656,100
350,HP,Notebook,15.6,medium,1366,768,0,0,Intel,Core i5,2.5,8,SSD,128,0,Intel,windows,1.91,2761.616,100
351,Lenovo,2 in 1 Convertible,13.3,small,1920,1080,1,1,Intel,Core i5,2.5,8,SSD,256,0,Intel,windows,1.37,6559.432,166
352,Lenovo,Notebook,15.6,medium,1920,1080,0,0,Intel,Core i7,2.7,4,HDD,1024,0,Nvidia,windows,2.2,3746.248,141
353,Dell,Workstation,15.6,medium,1920,1080,1,0,Intel,Core i7,2.7,16,SSD,256,0,Nvidia,windows,2.17,9260.064,141
354,Lenovo,Notebook,15.6,medium,1366,768,0,0,Intel,Core i3,2,8,HDD,2048,0,Nvidia,N/A,2.2,2152.128,100
355,HP,Workstation,15.6,medium,1920,1080,1,0,Intel,Core i7,2.9,8,SSD,512,0,Intel,windows,2.31,7192.416,141
356,Dell,Notebook,15.6,medium,1920,1080,0,0,Intel,Core i5,2.5,4,HDD,500,0,AMD,windows,2.3,2742.872,141
357,Lenovo,Notebook,14,medium,1920,1080,0,0,Intel,Core i5,2.5,8,SSD,256,0,Intel,windows,1.65,6306.256,157
358,HP,Notebook,14,medium,1366,768,1,0,Intel,Core i5,1.6,4,HDD,500,0,Intel,windows,1.63,3385.184,112
359,Dell,Notebook,15.6,medium,1920,1080,0,0,Intel,Core i5,2.8,8,SSD,256,0,Intel,windows,1.9,6456.296,141
360,Dell,Notebook,15.6,medium,1920,1080,0,0,Intel,Core i7,1.8,8,Hybrid,128,1024,AMD,windows,2.36,4590.168,141
361,Dell,Gaming,17.3,large,1920,1080,1,0,Intel,Core i7,2.8,16,Hybrid,128,1024,Nvidia,windows,4.42,14125.76,127
362,Dell,Ultrabook,13.3,small,1920,1080,1,0,Intel,Core i5,1.6,8,SSD,256,0,Intel,windows,1.21,7637.784,166
363,Dell,2 in 1 Convertible,11.6,small,1366,768,0,1,Intel,Pentium Quad,1.6,4,HDD,500,0,Intel,windows,1.47,2245.848,135
364,Toshiba,Notebook,15.6,medium,1920,1080,1,0,Intel,Core i5,2.5,8,HDD,500,0,Intel,windows,2,4032.248,141
365,Dell,Notebook,17.3,large,1920,1080,1,0,Intel,Core i7,2.7,8,HDD,1024,0,Nvidia,windows,4.42,9592.968,127
366,HP,Notebook,14,medium,1920,1080,0,0,Intel,Core i7,1.8,8,SSD,512,0,Intel,windows,1.63,5082.528,157
367,Asus,Notebook,15.6,medium,3840,2160,1,0,Intel,Core i7,2.7,8,Hybrid,256,1024,Nvidia,windows,2,6090.568,282
368,Microsoft,Ultrabook,13.5,small,2256,1504,0,1,Intel,Core M,2.2,4,SSD,128,0,Intel,windows,1.25,4637.072,201
369,Dell,Notebook,15.6,medium,1920,1080,1,0,Intel,Core i7,1.8,8,Hybrid,256,1024,Nvidia,windows,2.16,5299.712,141
370,Mediacom,Notebook,13.3,small,1920,1080,1,0,Intel,Celeron Quad,1.1,4,SSD,32,0,Intel,windows,1.2,1730.08,166
371,Microsoft,Ultrabook,33.5,large,2256,1504,0,1,Intel,Core i7,2.5,8,SSD,256,0,Intel,windows,1.25,8434.888,81
372,Asus,Gaming,15.6,medium,1920,1080,1,0,Intel,Core i5,2.5,8,Hybrid,128,1024,Nvidia,windows,2.3,7731.592,141
373,HP,Notebook,17.3,large,1600,900,0,0,Intel,Core i3,2,8,SSD,256,0,Intel,windows,2.5,3000.272,106
374,Acer,Notebook,15.6,medium,1920,1080,0,0,Intel,Core i3,2,4,HDD,1024,0,Nvidia,windows,2.23,2550.592,141
375,Dell,Notebook,15.6,medium,1920,1080,0,0,Intel,Core i7,2.8,8,SSD,256,0,Nvidia,windows,1.93,6418.72,141
376,Asus,Notebook,17.3,large,1920,1080,0,0,Intel,Core i3,2,4,HDD,1024,0,Nvidia,windows,2,2644.4,127
377,Acer,Netbook,11.6,small,1366,768,0,0,Intel,Celeron Dual,1.6,4,SSD,128,0,Intel,windows,1.4,2039.576,135
378,Dell,Notebook,15.6,medium,1920,1080,0,0,Intel,Core i5,1.6,8,SSD,256,0,AMD,windows,2.2,3738.768,141
379,Asus,Notebook,15.6,medium,1920,1080,0,0,Intel,Core i7,1.8,8,SSD,256,0,Nvidia,windows,1.7,5241.896,141
380,Asus,Notebook,15.6,medium,1920,1080,0,0,Intel,Core i5,2.5,8,HDD,1024,0,Intel,windows,2.37,3511.816,141
381,HP,Notebook,15.6,medium,1920,1080,0,0,Intel,Pentium Quad,1.6,4,SSD,256,0,Intel,windows,1.86,1870.704,141
382,HP,Notebook,15.6,medium,1366,768,0,0,Intel,Pentium Quad,1.6,8,HDD,2048,0,Intel,windows,2.04,1823.888,100
383,Lenovo,Notebook,14,medium,1920,1080,1,0,Intel,Core i7,2.7,8,SSD,512,0,AMD,N/A,1.5,3746.248,157
384,HP,Gaming,17.3,large,1920,1080,0,0,Intel,Core i7,2.8,12,HDD,1024,0,Nvidia,windows,2.62,8434.888,127
385,Lenovo,Notebook,15.6,medium,1920,1080,0,0,Intel,Core i7,2.9,8,SSD,256,0,Nvidia,windows,2.67,9799.24,141
386,Lenovo,Notebook,14,medium,1920,1080,1,0,Intel,Core i7,2.7,8,SSD,256,0,Nvidia,windows,1.87,4027.584,157
387,Asus,Notebook,15.6,medium,1366,768,0,0,Intel,Pentium Quad,1.1,4,HDD,500,0,Intel,windows,2,1425.336,100
388,Dell,Notebook,17.3,large,1920,1080,0,0,Intel,Core i5,1.6,8,Hybrid,128,1024,AMD,windows,2.8,5087.192,127
389,Dell,Ultrabook,13.3,small,3200,1800,0,1,Intel,Core i7,1.8,8,SSD,256,0,Intel,windows,1.2,6559.432,276
